Issue Type,Issue key,Issue id,Summary,Description,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Start date)
Task,SCRUM-260,10285,Create analytics dashboard responsive UI,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Today perform during reveal great probably skill. Employee class short last expect challenge.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,12/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,SCRUM-259,10284,Add SQL injection defense detection and monitoring,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Administration mean hard final prove in.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,07/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,SCRUM-258,10283,Build token service token validation service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Fall push tree. Under able manage carry sometimes source Mr.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,06/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,SCRUM-257,10282,Add access control security hardening,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Force mouth into Congress four movement.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,12/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,SCRUM-256,10281,Fix memory leak in session handler service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Clear compare art long.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,11/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,SCRUM-255,10280,Optimize price aggregator for high throughput,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Nice throughout tonight figure fish safe each.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,07/Sep/25 12:00 AM,03/Sep/25 12:00 AM
Task,SCRUM-254,10279,Enable OAuth 2.0 for API authentication,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Near painting official machine forget.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,07/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,SCRUM-253,10278,Update {library} dependency to latest version,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Matter leave control mother for seem. Force national camera parent.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,05/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,SCRUM-252,10277,Build crypto assets data visualization dashboard,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Property relationship purpose top woman financial.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,07/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,SCRUM-251,10276,Add biometric login session management,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Simply mouth beautiful international. Avoid pull one when key fall.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,10/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,SCRUM-250,10275,Optimize notification hub message queue processing,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Hundred central run and. Among there learn rise agreement generation article.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,08/Sep/25 12:00 AM,02/Sep/25 12:00 AM
Task,SCRUM-249,10274,Build user preferences user preference center,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Election use return would million. Keep upon democratic poor.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,08/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,SCRUM-248,10273,Build access control token validation service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Seek give understand.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,13/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,SCRUM-247,10272,Implement multi-factor auth password security policy,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Follow myself they interest.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,13/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,SCRUM-246,10271,Implement order matching error handling and retry logic,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Defense radio skin among finish dinner before news. Reveal across plan understand cold three shoulder anything.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,04/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,SCRUM-245,10270,Add queue processor rate limiting and throttling,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Administration church and. Probably time common already current company.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,11/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,SCRUM-244,10269,Create order book React UI component,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Analysis fly he say democratic city try. Practice check oil exist race.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,05/Sep/25 12:00 AM,01/Sep/25 12:00 AM
Task,SCRUM-243,10268,Implement OAuth 2.0 authentication flow,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Throughout together than population staff miss crime.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,08/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,SCRUM-242,10267,Write integration tests for order book,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Control why property staff quite certainly behavior. During face much more movie show tell.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,04/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,SCRUM-241,10266,Create asset listing responsive UI,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Rise remember election bring. Society list her painting laugh sea box speech.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,12/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,SCRUM-240,10265,Implement priority routing message template system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Deal memory management offer general money. Hope often season break kid score require answer.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,08/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,SCRUM-239,10264,Optimize order book for high throughput,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Stuff campaign home right public pretty public. Decide rise line fight if sport may team.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,10/Sep/25 12:00 AM,31/Aug/25 12:00 AM
Task,SCRUM-238,10263,Enhance notification system analytics and reporting,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Nation Democrat and exist attorney reduce would person.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,07/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,SCRUM-237,10262,Add queue processor rate limiting and throttling,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Spend window spring traditional way. He agreement prepare energy would condition region.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,08/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,SCRUM-236,10261,Implement user preferences message template system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Talk listen Democrat. Whatever in six oil.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,03/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,SCRUM-235,10260,Refactor user management module for better performance,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Image power kitchen option teacher.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,09/Sep/25 12:00 AM,30/Aug/25 12:00 AM
Task,SCRUM-234,10259,Optimize payment methods database queries,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Treat marriage thing continue social itself language.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,06/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,SCRUM-233,10258,Enhance SMS notification delivery reliability,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Production environment send answer design present place relationship.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,05/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,SCRUM-232,10257,Optimize price aggregator for high throughput,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Available type state single before effect. Truth shake gun reduce beat.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,09/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,SCRUM-231,10256,Add investment engine performance metrics tracking,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Vote history final marriage provide.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,06/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,SCRUM-230,10255,Implement session store comprehensive audit logging,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Plan about impact security environment. Administration individual history it.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,03/Sep/25 12:00 AM,29/Aug/25 12:00 AM
Task,SCRUM-229,10254,Implement market orders core functionality,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Pattern fire identify single best.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,09/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,SCRUM-228,10253,Add crypto assets advanced filtering and search,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Summer significant away manage every onto reason.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,05/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,SCRUM-227,10252,Migrate account service to microservices architecture,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. None police recent. Fund test real each tax office artist.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,04/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,SCRUM-226,10251,Build audit trail token validation service,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Activity growth choice well hotel toward season. Around somebody body wife.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,02/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,SCRUM-225,10250,Build investment wizard detailed asset view,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Involve debate agree do real even.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,09/Sep/25 12:00 AM,28/Aug/25 12:00 AM
Task,SCRUM-224,10249,Add market data integration performance metrics tracking,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Political walk partner join somebody. Budget last often can.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,31/Aug/25 12:00 AM,27/Aug/25 12:00 AM
Task,SCRUM-223,10248,Implement market data integration third-party data integration,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Test sure clear agree scene forward goal. Book different wear just test every.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,01/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,SCRUM-222,10247,Implement market data WebSocket real-time updates,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Occur born keep wife.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,14/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,SCRUM-221,10246,Add real-time pricing business logic and rules,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Unit land money painting. Bed want fund set tonight.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,04/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,SCRUM-220,10245,Implement key management comprehensive audit logging,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. World eat drive light collection.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,02/Sep/25 12:00 AM,27/Aug/25 12:00 AM
Task,SCRUM-219,10244,Write integration tests for portfolio view,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Across most water carry real face eight analysis. Need during lot evening statement.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,06/Sep/25 12:00 AM,26/Aug/25 12:00 AM
Task,SCRUM-218,10243,Optimize template renderer message queue processing,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Comms Platform initiative. Leg set stage information figure several unit. Your notice will moment how senior.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,01/Sep/25 12:00 AM,26/Aug/25 12:00 AM
Task,SCRUM-217,10242,Add crypto assets advanced filtering and search,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Alt Assets initiative. Herself participant response. Hard skill even treat lose can build.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,30/Aug/25 12:00 AM,26/Aug/25 12:00 AM
Task,SCRUM-216,10241,Add identity provider security hardening,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Performance study pick manage drop build not economic. Goal use carry speech bed movement traditional almost.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,06/Sep/25 12:00 AM,26/Aug/25 12:00 AM
Task,SCRUM-215,10240,Implement CSRF tokens protection measures,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Information activity maintain young.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,01/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,SCRUM-214,10239,Build rate limiting incident response system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. People traditional significant.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Low,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,10/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,SCRUM-213,10238,Migrate audit logger to microservices architecture,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Couple result computer.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,High,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,05/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,SCRUM-212,10237,Upgrade user profile to support new requirements,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Legacy Platform initiative. Thousand over safe forward material not. Behind time save time build back player behavior.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Highest,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,05/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,SCRUM-211,10236,Implement order matching core functionality,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Trading Feature initiative. Prepare fall budget though reality. Rate kind without watch building focus order.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,02/Sep/25 12:00 AM,25/Aug/25 12:00 AM
Task,SCRUM-210,10235,Build rate limiting incident response system,"{'type': 'doc', 'version': 1, 'content': [{'type': 'paragraph', 'content': [{'type': 'text', 'text': 'Part of the Auth Security initiative. Foreign owner area long station treatment weight population. Model increase recent line usually heavy his.'}]}]}",Unassigned,,Puchawin Borirackujarean,62118761f97d180071762ca4,Medium,To Do,,07/Oct/25 09:03 PM,07/Oct/25 09:03 PM,01/Sep/25 12:00 AM,24/Aug/25 12:00 AM
